news_source,mfch_rating,allsides_url,url,bias_rating,twitter_link,twitter_user,twitter_user2,is_tweet,instagram_user,instagram_user2,gov_official,uncertainty,comments,html_files,actor,status_edrev,status_commfeed,count_commfeed,status_blind,status_third,sources_third,confidence
Duf Sundheim,,https://www.allsides.com/news-source/duf-sundheim,NA,74,https://twitter.com/DufSundheim,DufSundheim,NA,1,NA,NA,NA,NA,NA,Duf Sundheim.html,"Candidate, Campaign or Advocate",checked0,checked1,221,checked0,checked0,NA,na
Duke Chronicle,,https://www.allsides.com/news-source/duke-chronicle,http://www.dukechronicle.com/,73,https://twitter.com/DukeChronicle,DukeChronicle,NA,1,thedukechronicle,NA,NA,NA,NA,Duke Chronicle.html,News Media,checked0,checked1,931,checked0,checked0,NA,Low or Initial Rating
Dylan Rose,,https://www.allsides.com/news-source/dylan-rose-media-bias,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Dylan Rose.html,Author,checked0,checked0,44,checked0,checked0,NA,Low or Initial Rating
E J Dionne,,https://www.allsides.com/news-source/e-j-dionne,NA,71,https://twitter.com/EJDionne?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,EJDionne,NA,1,NA,NA,NA,NA,NA,E J Dionne.html,Author,checked0,checked1,1055,checked0,checked0,NA,Low or Initial Rating
East Bay Times,LEFT-CENTER,https://www.allsides.com/news-source/east-bay-times,https://www.eastbaytimes.com/location/berkeley/,72,https://twitter.com/EastBayTimes?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,EastBayTimes,NA,1,NA,NA,NA,NA,NA,East Bay Times.html,News Media,checked0,checked1,207,checked0,checked0,NA,Low or Initial Rating
Economic Policy Institute,,https://www.allsides.com/news-source/economic-policy-institute,NA,71,NA,NA,NA,0,NA,NA,NA,1,duplicate,Economic Policy Institute.html,,checked0,checked1,912,checked0,checked0,NA,na
Economic Policy Institute,,https://www.allsides.com/news-source/economic-policy-institute-0,http://www.epi.org/,71,https://twitter.com/EconomicPolicy?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,EconomicPolicy,NA,1,NA,NA,NA,NA,NA,Economic Policy Institute.html,,checked0,checked1,912,checked0,checked0,NA,na
Economic Strategy Institute,,https://www.allsides.com/news-source/economic-strategy-institute,NA,72,NA,NA,NA,0,NA,NA,NA,NA,NA,Economic Strategy Institute.html,,checked0,checked1,163,checked0,checked0,NA,na
Ed Kilgore,,https://www.allsides.com/news-source/ed-kilgore-media-bias,NA,72,https://twitter.com/ed_kilgore?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ed_kilgore,NA,1,NA,NA,NA,NA,NA,Ed Kilgore.html,Author,checked0,checked0,25,checked0,checked0,NA,Low or Initial Rating
Ed Rogers,,https://www.allsides.com/news-source/ed-rogers,NA,75,https://twitter.com/edrogersdc,EdRogersDC,NA,1,NA,NA,NA,1,not sure that it is his twitter actually,Ed Rogers.html,Author,checked0,checked1,312,checked0,checked0,NA,na
Eddie Scarry,,https://www.allsides.com/news-source/eddie-scarry-media-bias,NA,75,https://twitter.com/eScarry?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,eScarry,NA,1,NA,NA,NA,NA,NA,Eddie Scarry.html,Author,checked0,checked0,38,checked0,checked0,NA,Low or Initial Rating
Education Week,,https://www.allsides.com/news-source/education-week,http://edweek.org,73,https://twitter.com/educationweek?ref_src=twsrcgoogletwcampserptwgrauthor,educationweek,NA,1,educationweek,NA,NA,NA,NA,Education Week.html,News Media,checked0,checked1,387,checked0,checked0,NA,na
EdVotes.org,,https://www.allsides.com/news-source/edvotesorg,http://educationvotes.nea.org,71,https://twitter.com/edvotes,edvotes,NA,1,NA,NA,NA,NA,NA,EdVotes.org.html,Think Tank / Policy Group,checked0,checked1,233,checked0,checked0,NA,na
Edward Morrissey,,https://www.allsides.com/news-source/edward-morrissey,NA,75,https://twitter.com/EdMorrissey?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,EdMorrissey,NA,1,NA,NA,NA,NA,NA,Edward Morrissey.html,Author,checked0,checked1,355,checked0,checked0,NA,na
Electronic Privacy Information Center,,https://www.allsides.com/news-source/electronic-privacy-information-center,NA,73,https://twitter.com/epicprivacy,EPICprivacy,NA,1,NA,NA,NA,NA,NA,Electronic Privacy Information Center.html,,checked0,checked1,89,checked0,checked0,NA,na
Eli Pariser,,https://www.allsides.com/news-source/eli-parser-media-bias,NA,71,https://twitter.com/elipariser?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,elipariser,NA,1,NA,NA,NA,NA,NA,Eli Pariser.html,Author,checked0,checked1,139,checked0,checked0,NA,Low or Initial Rating
Eli Steinberg,,https://www.allsides.com/news-source/eli-steinberg-media-bias,NA,73,https://twitter.com/HaMeturgeman?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,HaMeturgeman,NA,1,NA,NA,NA,NA,NA,Eli Steinberg.html,Author,checked0,checked0,31,checked0,checked0,NA,Low or Initial Rating
Elie Mystal,,https://www.allsides.com/news-source/elie-mystal-media-bias,NA,71,https://twitter.com/ElieNYC?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ElieNYC,NA,1,NA,NA,NA,NA,NA,Elie Mystal.html,Author,checked0,checked0,60,checked0,checked0,NA,Low or Initial Rating
Elizabeth Warren,,https://www.allsides.com/news-source/elizabeth-warren,https://elizabethwarren.com/,71,https://twitter.com/ewarren,ewarren,NA,1,elizabethwarren,NA,NA,NA,NA,Elizabeth Warren.html,"Candidate, Campaign or Advocate",checked0,checked1,830,checked0,checked0,NA,Medium
Elle Magazine,LEFT,https://www.allsides.com/news-source/elle-magazine-media-bias,NA,72,https://twitter.com/ELLEmagazine?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ELLEmagazine,NA,1,NA,NA,NA,NA,NA,Elle Magazine.html,News Media,checked0,checked1,102,checked0,checked0,NA,Low or Initial Rating
Employee Benefit Research Institute,,https://www.allsides.com/news-source/employee-benefit-research-institute,NA,73,https://twitter.com/ebri,EBRI,NA,1,NA,NA,NA,NA,NA,Employee Benefit Research Institute.html,,checked0,checked0,55,checked0,checked0,NA,na
Environmental Defense Fund,,https://www.allsides.com/news-source/environmental-defense-fund,http://www.edf.org,72,https://twitter.com/EnvDefenseFund?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,EnvDefenseFund,NA,1,NA,NA,NA,NA,NA,Environmental Defense Fund.html,Think Tank / Policy Group,checked0,checked1,792,checked0,checked0,NA,na
Eric Allie (cartoonist),,https://www.allsides.com/news-source/eric-allie-cartoonist,NA,75,https://twitter.com/ericallie,EricAllie,NA,1,NA,NA,NA,NA,NA,Eric Allie (cartoonist).html,Author,checked0,checked1,295,checked0,checked0,NA,na
Eric Boehm,,https://www.allsides.com/news-source/eric-boehm-media-bias,https://reason.com/people/eric-boehm/,74,https://twitter.com/EricBoehm87?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,EricBoehm87,NA,1,NA,NA,NA,NA,NA,Eric Boehm.html,Author,checked0,checked0,41,checked0,checked0,NA,Low or Initial Rating
Eric Holder,,https://www.allsides.com/news-source/eric-holder-media-bias,NA,72,https://twitter.com/EricHolder?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,EricHolder,NA,1,NA,NA,NA,NA,NA,Eric Holder.html,Author,checked0,checked1,548,checked0,checked0,NA,Low or Initial Rating
Eric Swalwell,,https://www.allsides.com/news-source/eric-swalwell-media-bias,NA,72,https://twitter.com/RepSwalwell?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,RepSwalwell,NA,1,NA,NA,1,NA,NA,Eric Swalwell.html,"Candidate, Campaign or Advocate",checked0,checked0,59,checked0,checked0,NA,Low or Initial Rating
Erik Wemple,,https://www.allsides.com/news-source/erik-wemple,NA,73,https://twitter.com/ErikWemple?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ErikWemple,NA,1,NA,NA,NA,NA,NA,Erik Wemple.html,Author,checked0,checked1,755,checked0,checked0,NA,Low or Initial Rating
Erraticus,,https://www.allsides.com/news-source/erraticus-media-bias,https://erraticus.co/,73,https://twitter.com/erraticusmag,erraticusmag,NA,1,NA,NA,NA,NA,NA,Erraticus.html,News Media,checked0,checked0,77,checked0,checked0,NA,Medium
ESPN.com,LEFT-CENTER,https://www.allsides.com/news-source/espn,https://www.espn.com/,72,https://twitter.com/espn?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,espn,NA,1,NA,NA,NA,NA,NA,ESPN.com.html,News Media,checked0,checked1,434,checked0,checked0,NA,Low or Initial Rating
Esquire,LEFT,https://www.allsides.com/news-source/esquire,https://www.esquire.com/,71,https://twitter.com/esquire?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,esquire,NA,1,NA,NA,NA,NA,NA,Esquire.html,News Media,checked0,checked1,1943,checked0,checked0,NA,Low or Initial Rating
Estes Park Trail Gazette,,https://www.allsides.com/news-source/estes-park-trail-gazette,http://www.eptrail.com/,73,https://twitter.com/eptrailgazette,EPTrailGazette,NA,1,NA,NA,NA,NA,NA,Estes Park Trail Gazette.html,News Media,checked0,checked1,706,checked0,checked0,NA,na
Eugene Robinson,,https://www.allsides.com/news-source/eugene-robinson,NA,71,https://twitter.com/Eugene_Robinson?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Eugene_Robinson,NA,1,NA,NA,NA,NA,NA,Eugene Robinson.html,Author,checked0,checked1,573,checked0,checked0,NA,na
Eurek Alert,PRO-SCIENCE,https://www.allsides.com/news-source/eurek-alert,http://www.eurekalert.org/,73,https://twitter.com/EurekAlertAAAS,EurekAlertAAAS,NA,1,NA,NA,NA,NA,NA,Eurek Alert.html,News Media,checked0,checked1,837,checked0,checked0,NA,Low or Initial Rating
Evie Magazine,,https://www.allsides.com/news-source/evie-magazine-media-bias,https://www.eviemagazine.com/,74,https://twitter.com/Evie_Magazine?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Evie_Magazine,NA,1,NA,NA,NA,NA,NA,Evie Magazine.html,News Media,checked0,checked1,164,checked0,checked0,NA,Low or Initial Rating
Ezra Klein,,https://www.allsides.com/news-source/ezra-klein,NA,71,https://twitter.com/ezraklein?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ezraklein,NA,1,NA,NA,NA,NA,NA,Ezra Klein.html,Author,checked0,checked1,960,checked0,checked0,NA,Low or Initial Rating
Face the Facts USA,,https://www.allsides.com/news-source/face-facts-usa,NA,73,https://twitter.com/FaceFactsUSA,FaceFactsUSA,NA,1,NA,NA,NA,NA,NA,Face the Facts USA.html,Reference,checked0,checked1,724,checked0,checked0,NA,na
Fact Check Review (RealClearPolitics),,https://www.allsides.com/news-source/fact-check-review-realclearpolitics-media-bias,https://www.realclearpolitics.com/fact_check_review/,73,https://twitter.com/realclearnews,RealClearNews,NA,1,NA,NA,NA,NA,NA,Fact Check Review (RealClearPolitics).html,Fact Check,checked1,checked1,107,checked0,checked0,NA,na
Fact Checker Blog,,https://www.allsides.com/news-source/fact-checker-blog,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Fact Checker Blog.html,News Media,checked0,checked1,1707,checked0,checked0,NA,Low or Initial Rating
FactCheck.org,,https://www.allsides.com/news-source/factcheckorg-media-bias,http://factcheck.org/,73,https://twitter.com/factcheckdotorg,factcheckdotorg,NA,1,factcheckorg,NA,NA,NA,NA,FactCheck.org.html,Fact Check,checked0,checked1,14636,checked0,checked0,NA,Low or Initial Rating
FAIR,LEFT-CENTER,https://www.allsides.com/news-source/fair-media-bias,http://fair.org/,72,https://twitter.com/FAIRmediawatch?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3AFAIRmediawatch%7Ctwgr%5EeyJ0ZndfZXhwZXJpbWVudHNfY29va2llX2V4cGlyYXRpb24iOnsiYnVja2V0IjoxMjA5NjAwLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2hvcml6b25fdHdlZXRfZW1iZWRfOTU1NSI6eyJidWNrZXQiOiJodGUiLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3NwYWNlX2NhcmQiOnsiYnVja2V0Ijoib2ZmIiwidmVyc2lvbiI6bnVsbH19&ref_url=https%3A%2F%2Ffair.org%2F,FAIRmediawatch,NA,1,NA,NA,NA,NA,NA,FAIR.html,News Media,checked0,checked1,1250,checked0,checked0,NA,Low or Initial Rating
Falls Church News - Press,,https://www.allsides.com/news-source/falls-church-news-press,http://www.fcnp.com,71,https://twitter.com/fcnp?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,fcnp,NA,1,NA,NA,NA,NA,NA,Falls Church News - Press.html,News Media,checked0,checked1,969,checked0,checked0,NA,na
Family Research Council,,https://www.allsides.com/news-source/family-research-council,NA,74,https://twitter.com/FRCdc?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,FRCdc,NA,1,NA,NA,NA,NA,NA,Family Research Council.html,Think Tank / Policy Group,checked0,checked1,1177,checked0,checked0,NA,na
Fareed Zakaria,,https://www.allsides.com/news-source/fareed-zakaria,NA,73,https://twitter.com/FareedZakaria?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,FareedZakaria,NA,1,NA,NA,NA,NA,NA,Fareed Zakaria.html,Author,checked0,checked1,1449,checked0,checked0,NA,Low or Initial Rating
Farhad Manjoo,,https://www.allsides.com/news-source/farhad-manjoo-media-bias,https://www.nytimes.com/by/farhad-manjoo,72,https://twitter.com/fmanjoo?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,fmanjoo,NA,1,NA,NA,NA,NA,NA,Farhad Manjoo.html,Author,checked0,checked0,27,checked0,checked0,NA,Low or Initial Rating
Federation of American Scientists,,https://www.allsides.com/news-source/federation-american-scientists,https://fas.org/,72,https://twitter.com/FAScientists?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,FAScientists,NA,1,NA,NA,NA,NA,NA,Federation of American Scientists.html,Think Tank / Policy Group,checked0,checked1,787,checked0,checked0,NA,Low or Initial Rating
FEE.org,,https://www.allsides.com/news-source/feeorg-media-bias,https://fee.org/,74,https://twitter.com/feeonline?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,feeonline,NA,1,NA,NA,NA,NA,NA,FEE.org.html,Think Tank / Policy Group,checked0,checked1,798,checked0,checked0,NA,Low or Initial Rating
Financial Times,LEAST BIASED,https://www.allsides.com/news-source/financial-times-media-bias,NA,73,https://twitter.com/FinancialTimes?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,FinancialTimes,NA,1,NA,NA,NA,NA,NA,Financial Times.html,News Media,checked1,checked1,1565,checked0,checked0,NA,Low or Initial Rating
First Draft News,,https://www.allsides.com/news-source/first-draft-media-bias,https://firstdraftnews.org/,73,http://twitter.com/firstdraftnews,firstdraftnews,NA,1,firstdraftnews,NA,NA,NA,NA,First Draft News.html,Reference,checked0,checked0,79,checked0,checked0,NA,na
Fiscal Times,RIGHT-CENTER,https://www.allsides.com/news-source/fiscal-times,http://www.thefiscaltimes.com/,74,https://twitter.com/thefiscaltimes,TheFiscalTimes,NA,1,NA,NA,NA,NA,NA,Fiscal Times.html,News Media,checked0,checked1,1433,checked0,checked0,NA,Low or Initial Rating
FiveThirtyEight,LEFT-CENTER,https://www.allsides.com/news-source/fivethirtyeight-0,http://fivethirtyeight.com/,73,https://twitter.com/FiveThirtyEight,FiveThirtyEight,NA,1,fivethirtyeight,NA,NA,NA,NA,FiveThirtyEight.html,News Media,checked0,checked1,8170,checked0,checked0,NA,Low or Initial Rating
Food Democracy Now,,https://www.allsides.com/news-source/food-democracy-now,http://www.fooddemocracynow.org/blog/,72,https://twitter.com/food_democracy,food_democracy,NA,1,NA,NA,NA,NA,NA,Food Democracy Now.html,Think Tank / Policy Group,checked0,checked1,373,checked0,checked0,NA,na
Forbes,RIGHT-CENTER,https://www.allsides.com/news-source/forbes,http://www.forbes.com/,73,https://twitter.com/forbes/,forbes,NA,1,forbes,NA,NA,NA,NA,Forbes.html,News Media,checked0,checked1,22827,checked0,checked0,NA,Medium
Foreign Affairs,LEAST BIASED,https://www.allsides.com/news-source/foreign-affairs,https://www.foreignaffairs.com,73,https://twitter.com/ForeignAffairs,ForeignAffairs,NA,1,foreignaffairsmag,NA,NA,NA,NA,Foreign Affairs.html,News Media,checked0,checked1,1786,checked0,checked0,NA,Low or Initial Rating
Foreign Policy,LEAST BIASED,https://www.allsides.com/news-source/foreign-policy-media-bias,NA,73,https://twitter.com/ForeignPolicy?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,ForeignPolicy,NA,1,NA,NA,NA,NA,NA,Foreign Policy.html,News Media,checked0,checked1,734,checked0,checked0,NA,Low or Initial Rating
Fort Worth Star-Telegram,RIGHT-CENTER,https://www.allsides.com/news-source/fort-worth-star-telegram-media-bias,https://www.star-telegram.com/,73,https://twitter.com/startelegram?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,startelegram,NA,1,NA,NA,NA,NA,NA,Fort Worth Star-Telegram.html,News Media,checked0,checked0,48,checked0,checked0,NA,Low or Initial Rating
Fortune,RIGHT-CENTER,https://www.allsides.com/news-source/fortune,https://www.fortune.com,73,https://twitter.com/FortuneMagazine?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,FortuneMagazine,NA,1,NA,NA,NA,NA,NA,Fortune.html,News Media,checked0,checked1,516,checked0,checked0,NA,Low or Initial Rating
Fox Business,RIGHT-CENTER,https://www.allsides.com/news-source/fox-business-media-bias,https://www.foxbusiness.com/,74,https://twitter.com/FoxBusiness?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,FoxBusiness,NA,1,NA,NA,NA,NA,NA,Fox Business.html,News Media,checked0,checked1,228,checked0,checked0,NA,Low or Initial Rating
Fox News (Online News),RIGHT,https://www.allsides.com/news-source/fox-news-media-bias,http://www.foxnews.com/,75,https://twitter.com/FoxNews,FoxNews,NA,1,foxnews,NA,NA,NA,NA,Fox News (Online News).html,News Media,checked1,checked1,91113,checked1,checked1,Third-Party Analysis: 2014 Pew Research Center Study - Where News Audiences Fit on the Political Spectrum,High
Fox News (Opinion),,https://www.allsides.com/news-source/fox-news-editorial-media-bias,http://www.foxnews.com/opinion.html,75,https://twitter.com/FoxNews,FoxNews,NA,1,foxnews,NA,NA,NA,NA,Fox News (Opinion).html,News Media,checked1,checked1,35547,checked0,checked0,NA,Low or Initial Rating
Fox News Latino,,https://www.allsides.com/news-source/fox-news-latino,http://latino.foxnews.com/index.html,75,https://twitter.com/foxnewslatino,foxnewslatino,NA,1,NA,NA,NA,NA,NA,Fox News Latino.html,News Media,checked0,checked1,3932,checked0,checked0,NA,Low or Initial Rating
Frank Bruni,,https://www.allsides.com/news-source/frank-bruni,NA,72,https://twitter.com/FrankBruni?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,FrankBruni,NA,1,NA,NA,NA,NA,NA,Frank Bruni.html,Author,checked0,checked1,365,checked0,checked0,NA,Low or Initial Rating
Frank Miniter,,https://www.allsides.com/news-source/frank-miniter,NA,75,https://twitter.com/frankminiter,frankminiter,NA,1,NA,NA,NA,NA,NA,Frank Miniter.html,Author,checked0,checked1,761,checked0,checked0,NA,Low or Initial Rating
Freakonomics,,https://www.allsides.com/news-source/freakonomics,http://freakonomics.com,73,https://twitter.com/Freakonomics?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Freakonomics,NA,1,NA,NA,NA,NA,NA,Freakonomics.html,Think Tank / Policy Group,checked0,checked1,738,checked0,checked0,NA,na
Freedom House,,https://www.allsides.com/news-source/freedom-house,https://freedomhouse.org/,74,https://twitter.com/freedomhouse?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,freedomhouse,NA,1,NA,NA,NA,NA,NA,Freedom House.html,Think Tank / Policy Group,checked0,checked1,349,checked0,checked0,NA,Low or Initial Rating
Frida Ghitis,,https://www.allsides.com/news-source/frida-ghitis-media-bias,https://fridainsight.substack.com/,72,https://twitter.com/FridaGhitis?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,FridaGhitis,NA,1,NA,NA,NA,NA,NA,Frida Ghitis.html,Author,checked0,checked0,25,checked0,checked0,NA,Low or Initial Rating
Froma Harrop,,https://www.allsides.com/news-source/froma-harrop,NA,72,https://twitter.com/FromaHarrop?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,FromaHarrop,NA,1,NA,NA,NA,NA,NA,Froma Harrop.html,Author,checked0,checked1,233,checked0,checked0,NA,na
FrontPage Magazine,EXTREME RIGHT,https://www.allsides.com/news-source/frontpage-magazine,http://frontpagemag.com/,75,https://twitter.com/fpmag,fpmag,NA,1,NA,NA,NA,NA,NA,FrontPage Magazine.html,News Media,checked0,checked1,1108,checked0,checked0,NA,Medium
Funny News,,https://www.allsides.com/news-source/funny-news,NA,75,NA,NA,NA,0,NA,NA,NA,NA,NA,Funny News.html,,checked0,checked0,56,checked0,checked0,NA,na
Gabrielle Giffords,,https://www.allsides.com/news-source/gabrielle-giffords-media-bias,NA,72,https://twitter.com/GabbyGiffords?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,GabbyGiffords,NA,1,NA,NA,NA,NA,NA,Gabrielle Giffords.html,Author,checked0,checked1,129,checked0,checked0,NA,Low or Initial Rating
Gallup,,https://www.allsides.com/news-source/gallup,https://www.gallup.com/home.aspx,73,https://twitter.com/Gallup?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Gallup,NA,1,NA,NA,NA,NA,NA,Gallup.html,Reference,checked0,checked1,1392,checked0,checked0,NA,Low or Initial Rating
Gary Markstein (cartoonist),,https://www.allsides.com/news-source/gary-markstein-cartoonist,NA,73,NA,NA,NA,0,NA,NA,NA,NA,NA,Gary Markstein (cartoonist).html,Author,checked0,checked1,174,checked0,checked0,NA,na
Gary Peters,,https://www.allsides.com/news-source/gary-peters,http://www.petersformichigan.com/landing/e140207/?subsource=splash,71,https://twitter.com/SenGaryPeters?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,SenGaryPeters,NA,1,sengarypeters,NA,NA,NA,NA,Gary Peters.html,"Candidate, Campaign or Advocate",checked0,checked1,137,checked0,checked0,NA,na
Gary Varvel (cartoonist),,https://www.allsides.com/news-source/gary-varvel-cartoonist,NA,75,https://twitter.com/varvel?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,varvel,NA,1,NA,NA,NA,NA,NA,Gary Varvel (cartoonist).html,Author,checked0,checked1,142,checked0,checked0,NA,na
Gell,,https://www.allsides.com/news-source/gell-media-bias,https://www.gell.com,2707,NA,NA,NA,0,NA,NA,NA,NA,NA,Gell.html,Think Tank / Policy Group,checked0,checked1,203,checked0,checked0,NA,Medium
George W. Bush,,https://www.allsides.com/news-source/george-w-bush-media-bias,NA,74,NA,NA,NA,0,NA,NA,NA,NA,NA,George W. Bush.html,Author,checked0,checked1,259,checked0,checked0,NA,Low or Initial Rating
George Will,,https://www.allsides.com/news-source/george-will,NA,75,https://twitter.com/GeorgeWill?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,GeorgeWill,NA,1,NA,NA,NA,NA,NA,George Will.html,Author,checked0,checked1,1619,checked0,checked0,NA,na
