"","X.x","image","img_name_noext","clusterid","selected","tweet_id","X.y","author_id","text","created_at.x","location","name","username","actor","allsides_url","bias_rating","ideology"
"292",1711,"1057893757889191937.jpg","1057893757889191937",4,1,"1057893757889191937",2663,2890961,"Trump appears to fuel George Soros conspiracy theory about migrant caravan https://t.co/HkKxiybs7h https://t.co/6l3I4Yb8pp","2018-11-01T07:15:01.000Z",NA,"Gizmodo","Gizmodo",NA,NA,NA,NA
"293",1721,"1055018575067529217.jpg","1055018575067529217",0,1,"1055018575067529217",5385,2884771,"Pat Robertson accuses George Soros of “financing” the migrant caravan—but admits that there is no “hard evidence” https://t.co/Fh1eCMWurC https://t.co/QeK7id4p8z","2018-10-24T08:50:04.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"294",1726,"1053733843700736002.jpg","1053733843700736002",1,1,"1053733843700736002",1346,800707492346925056,"In photos: Migrant caravan clashes with police on Mexican border
https://t.co/ITRhMzZGhq https://t.co/DrjHFcsQ8D","2018-10-20T19:45:00.000Z",NA,"Axios","axios","News Media","https://www.allsides.com/news-source/axios",73,"Moderate"
"295",1730,"1337187888509952000.jpg","1337187888509952000",1,1,"1337187888509952000",3359,1652541,"Central American authorities try to disperse Honduran migrant caravan https://t.co/QGWEzTV3rk https://t.co/fCNAbtz2bA","2020-12-11T00:10:11.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"296",1745,"1085188736860618754.jpg","1085188736860618754",1,1,"1085188736860618754",5082,1209936918,"Pentagon extends U.S. border mission as another migrant caravan leaves from Honduras - https://t.co/c3MqivhZ5s #OANN #MigrantCaravan #BorderSecurity https://t.co/LBbmaPO1j1","2019-01-15T14:55:31.000Z",NA,"One America News","OANN","News Media","https://www.allsides.com/news-source/one-america-news-network-media-bias",75,"Very
Conservative"
"297",1758,"1434212182368133123.jpg","1434212182368133123",3,1,"1434212182368133123",3332,1652541,"New migrant caravan sets off for U.S. from southern Mexico https://t.co/4hImJ9XcJ0 https://t.co/jetqm3ZGTd","2021-09-04T17:50:05.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"298",1759,"1054413320717950976.jpg","1054413320717950976",0,1,"1054413320717950976",5434,20545835,"Bill O’Reilly reveals the truth behind the migrant caravan headed to the U.S. border. PLUS: Bill says the left is helping the brutal MS-13 gang! See Bill @ 6PM, 8PM &amp; 9PM ET on Newsmax TV via Directv 349, Dish 216, Uverse 1220, Fios 615, info: https://t.co/6eLEBWwDfu @BillOReilly https://t.co/AR4DC54z3J","2018-10-22T16:45:00.000Z","United States","Newsmax","newsmax","News Media","https://www.allsides.com/news-source/newsmax",74,"Moderate
Conservative"
"299",1766,"1312057893990985729.jpg","1312057893990985729",3,1,"1312057893990985729",43,4081106480,"Another Migrant Caravan Is Heading For The U.S. Border https://t.co/u7KaySNo6W https://t.co/fs4KpoEw4L","2020-10-02T15:52:33.000Z","Nashville, USA","Daily Wire","realDailyWire","News Media","https://www.allsides.com/news-source/daily-wire",75,"Very
Conservative"
"300",1775,"1337388175132508160.jpg","1337388175132508160",3,1,"1337388175132508160",1031,237888723,"Another migrant caravan is headed to the U.S. How will an incoming Biden administration handle it? https://t.co/0aTnvDA7or https://t.co/nrfXrZcmfZ","2020-12-11T13:26:03.000Z","West Palm Beach, Florida","Conservative News","BIZPACReview","News Media","https://www.allsides.com/news-source/bizpac-review-media-bias",75,"Very
Conservative"
"301",1776,"1351303441243582466_3.jpg","1351303441243582466_3",3,1,"1351303441243582466",1023,4970411,"Guatemalan forces beat back the first migrant caravan of the year — in pictures https://t.co/L3tkNgiSJX https://t.co/JciED5uOgu","2021-01-18T23:00:21.000Z","Doha, Qatar","Al Jazeera English","AJEnglish","News Media","https://www.allsides.com/news-source/al-jazeera-media-bias",72," Moderate
Liberal"
"302",1779,"988936475961184257.jpg","988936475961184257",0,1,"988936475961184257",5501,62872266,"Migrant caravan arrives at Mexicali border, even as Trump warns them not to seek asylum. https://t.co/MzSKaYbXyL https://t.co/kq9QeL5Phm","2018-04-25T00:23:24.000Z","Coachella Valley","The Desert Sun","MyDesert","News Media","https://www.allsides.com/news-source/palm-springs-desert-sun-media-bias",73,"Moderate"
"303",1781,"1058583824634908672_3.jpg","1058583824634908672_3",1,1,"1058583824634908672",4247,6039302,"Heat, exhaustion, illness: One day with the migrant caravan https://t.co/EjzMETAFC6 https://t.co/Bpg4OnOH1X","2018-11-03T04:57:05.000Z","St. Louis, Mo.","St. Louis Post-Dispatch","stltoday","News Media","https://www.allsides.com/news-source/st-louis-post-dispatch-media-bias",73,"Moderate"
"304",1786,"992136747277586434.jpg","992136747277586434",1,1,"992136747277586434",3272,16664681,"Nearly 160 asylum seekers have arrived in the U.S. from Central America https://t.co/5p2W8J4f5z https://t.co/kETSZCltEk","2018-05-03T20:20:08.000Z","El Segundo, CA","Los Angeles Times","latimes","News Media","https://www.allsides.com/news-source/los-angeles-times-bias",72," Moderate
Liberal"
"305",1790,"1460030055430737920.jpg","1460030055430737920",3,1,"1460030055430737920",4,1917731,"Jonathan Krohn: ""Unclear"" whether migrant caravan will see more violence with Mexican government https://t.co/SUwu7uTMKg https://t.co/iS7hU4RDJz","2021-11-14T23:41:05.000Z","Washington, DC","The Hill","thehill","News Media","https://www.allsides.com/news-source/hill-media-bias",73,"Moderate"
"306",1793,"1052198874159439872.jpg","1052198874159439872",3,1,"1052198874159439872",4650,95431448,"President Trump threatened to end aid to Honduras if a large caravan of people heading to the US wasn’t stopped. https://t.co/RvO81u2xTH https://t.co/9eAIlvIgOp","2018-10-16T14:05:35.000Z","Boston, MA","The Boston Globe","BostonGlobe","News Media","https://www.allsides.com/news-source/boston-globe",71,"  Very
Liberal"
"307",1804,"1054177827136901121.jpg","1054177827136901121",3,1,"1054177827136901121",2202,20076659,"Migrant ‘Caravan’ Moves North, After Trump Says Again He’ll Deploy Military to ‘Seal Off the Border’ https://t.co/LawLhq6F85 https://t.co/iBoJvffYkO","2018-10-22T01:09:14.000Z","DC Metro Area","MediaResearchCenter","theMRC","News Media","https://www.allsides.com/news-source/media-research-center",75,"Very
Conservative"
"308",1808,"1056339242039865344.jpg","1056339242039865344",3,1,"1056339242039865344",3081,1289321,"Mexico torn between stopping, aiding migrant caravan https://t.co/9FTLI0iGCz https://t.co/CcsEgx4K5Z","2018-10-28T00:17:55.000Z","East Bay","East Bay Times","EastBayTimes","News Media","https://www.allsides.com/news-source/east-bay-times",72," Moderate
Liberal"
"309",1815,"1059415062757036032.jpg","1059415062757036032",1,1,"1059415062757036032",245,8736882,"Migrant caravan plans to forge ahead toward Mexico City https://t.co/YOKoCtR2ZU https://t.co/nlcrxiVjhx","2018-11-05T12:00:08.000Z","Canada","The Globe and Mail","globeandmail","News Media","https://www.allsides.com/news-source/globe-and-mail-media-bias",73,"Moderate"
"310",1820,"1058583824634908672_2.jpg","1058583824634908672_2",1,1,"1058583824634908672",4247,6039302,"Heat, exhaustion, illness: One day with the migrant caravan https://t.co/EjzMETAFC6 https://t.co/Bpg4OnOH1X","2018-11-03T04:57:05.000Z","St. Louis, Mo.","St. Louis Post-Dispatch","stltoday","News Media","https://www.allsides.com/news-source/st-louis-post-dispatch-media-bias",73,"Moderate"
"311",1824,"1066124516760391681.jpg","1066124516760391681",1,1,"1066124516760391681",2004,9763482,"Tijuana mayor declares 'humanitarian crisis' over migrant caravan https://t.co/UQFH8ZJ0Hp https://t.co/1xciH3aAti","2018-11-24T00:21:07.000Z","New York / fb.com/nydailynews","New York Daily News","NYDailyNews","News Media","https://www.allsides.com/news-source/new-york-daily-news",71,"  Very
Liberal"
"312",1837,"1052247836954423296_1.jpg","1052247836954423296_1",1,1,"1052247836954423296",1867,7309052,"PHOTOS: Honduran migrant caravan pushes north toward the U.S. https://t.co/izXDOMgPzX via @yahoophoto https://t.co/BHR61duSg8","2018-10-16T17:20:08.000Z","New York City","Yahoo News","YahooNews","News Media","https://www.allsides.com/news-source/yahoo-news-media-bias",72," Moderate
Liberal"
"313",1845,"1054507142798082054.jpg","1054507142798082054",2,1,"1054507142798082054",4620,39308549,"New Images Show Exactly How Massive The Migrant Caravan Is Traveling to The USA Through Mexico https://t.co/kDTa3nIouT https://t.co/aLHaFbyAUQ","2018-10-22T22:57:49.000Z","Washington, DC","Daily Caller","DailyCaller","News Media","https://www.allsides.com/news-source/daily-caller",75,"Very
Conservative"
"314",1846,"982475618230194176.jpg","982475618230194176",1,1,"982475618230194176",3023,4081106480,"TRUMP WINS: Migrant Caravan Changes Mind After Trump Announces U.S. Forces To Border https://t.co/SjTI16xdR8 @RealSaavedra https://t.co/ijzqOzPy1f","2018-04-07T04:30:15.000Z","Nashville, USA","Daily Wire","realDailyWire","News Media","https://www.allsides.com/news-source/daily-wire",75,"Very
Conservative"
"315",1855,"990718719876845568.jpg","990718719876845568",2,1,"990718719876845568",5497,17469289,"Migrant 'caravan' arrives at US-Mexico border https://t.co/sZMPh8iffF https://t.co/d2RmB0VrQs","2018-04-29T22:25:24.000Z","New York, NY","New York Post","nypost","News Media","https://www.allsides.com/news-source/new-york-post",74,"Moderate
Conservative"
"316",1864,"1054432727418789891.jpg","1054432727418789891",3,1,"1054432727418789891",3565,9300262,"Migrants received help from sympathetic Mexicans who offered food, water and clothing. 

Civil defense officials in southern Mexico’ offered to bus migrants to a shelter, but the migrants refused, fearing they would be deported once they boarded the buses https://t.co/cPZ1z14rZE https://t.co/eYJhHtl9bK","2018-10-22T18:02:07.000Z","Washington, D.C.","POLITICO","politico","News Media","https://www.allsides.com/news-source/politico-media-bias",72," Moderate
Liberal"
"317",1865,"1067032998996979713.jpg","1067032998996979713",0,1,"1067032998996979713",1130,237888723,"Alexandria Ocasio-Cortez compares migrant caravan to Jews fleeing Holocaust https://t.co/xBYlRhUB5N https://t.co/GC65lGrR7F","2018-11-26T12:31:06.000Z","West Palm Beach, Florida","Conservative News","BIZPACReview","News Media","https://www.allsides.com/news-source/bizpac-review-media-bias",75,"Very
Conservative"
"318",1871,"1052027547259756544.jpg","1052027547259756544",3,1,"1052027547259756544",4651,39308549,"Another Huge Migrant Caravan Forms In Honduras With Aim Of Reaching US Border https://t.co/HQCCT99qCU https://t.co/utRKiIAaJy","2018-10-16T02:44:47.000Z","Washington, DC","Daily Caller","DailyCaller","News Media","https://www.allsides.com/news-source/daily-caller",75,"Very
Conservative"
"319",1877,"1066735722504294400.jpg","1066735722504294400",3,1,"1066735722504294400",1562,15012486,"Mexico's incoming government denies it's planning to host U.S. asylum-seekers https://t.co/cVQAXmc7GY https://t.co/eCTAZBs3W9","2018-11-25T16:49:49.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"320",1880,"990911637237329920.jpg","990911637237329920",2,1,"990911637237329920",3606,7597712,"The Morning Briefing: Hate Prom, Migrant Caravan and Much, Much More https://t.co/W9j5bYqIk0 https://t.co/QncTmQKV2t","2018-04-30T11:11:59.000Z",NA,"PJ Media","PJMedia_com","News Media","https://www.allsides.com/news-source/pj-media-media-bias",75,"Very
Conservative"
"321",1881,"992214569601945600.jpg","992214569601945600",2,1,"992214569601945600",4654,39308549,"Mexican Asylum Seekers Complain About ‘Caravan’ Migrants Getting All The Attention https://t.co/gFELAKt7W3 https://t.co/f0T2xOCrn8","2018-05-04T01:29:22.000Z","Washington, DC","Daily Caller","DailyCaller","News Media","https://www.allsides.com/news-source/daily-caller",75,"Very
Conservative"
"322",1886,"1054024530799157248.jpg","1054024530799157248",3,1,"1054024530799157248",4330,36511031,"Federal police monitoring massive migrant caravan https://t.co/NMT3MESox8 https://t.co/zVsBvc6W1Z","2018-10-21T15:00:05.000Z","San Francisco","SFGATE","SFGate",NA,NA,NA,NA
"323",1894,"1070854296760016896_2.jpg","1070854296760016896_2",1,1,"1070854296760016896",4178,14148802,"Photographers from @sdut have been following the migrant crisis at the U.S.-Mexico border for weeks. This is a selection of their work. https://t.co/oOPtGhPVX6 https://t.co/6vj69XTbX5","2018-12-07T01:35:34.000Z","San Diego, CA","The San Diego Union-Tribune","sdut","News Media","https://www.allsides.com/news-source/san-diego-union-tribune-media-bias-0",72," Moderate
Liberal"
"324",1899,"1054142549198364673.jpg","1054142549198364673",2,1,"1054142549198364673",461,1917731,"JUST IN: Migrant caravan heading toward the US border expands to 5,000 https://t.co/2Xh81vGifJ https://t.co/pVhR6CUfED","2018-10-21T22:49:03.000Z","Washington, DC","The Hill","thehill","News Media","https://www.allsides.com/news-source/hill-media-bias",73,"Moderate"
"325",1901,"1055466635207892994.jpg","1055466635207892994",2,1,"1055466635207892994",940,7309052,"Thousands of Central American migrants crossing Mexico toward the United States in a caravan have resumed their long trek, walking about 12 hours to their next destination https://t.co/Dpnfj4Xe1X https://t.co/CFZHRnIlru","2018-10-25T14:30:30.000Z","New York City","Yahoo News","YahooNews","News Media","https://www.allsides.com/news-source/yahoo-news-media-bias",72," Moderate
Liberal"
"326",1904,"1066780968529395712.jpg","1066780968529395712",4,1,"1066780968529395712",1561,15012486,"Sen. Angus King tells @FaceTheNation that Trump's deployment of troops to the U.S. border was an ""overreaction"" to migrant caravan https://t.co/yWvHbIdZOj https://t.co/yZm63LeiEG","2018-11-25T19:49:37.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"327",1907,"1064107230482583552.jpg","1064107230482583552",2,1,"1064107230482583552",1155,4970411,"Thousands fleeing violence and poverty in Central America have arrived at US' doorstep, the first of several waves of migrants https://t.co/Qvzx91Pr2A https://t.co/UzMT1H6BDg","2018-11-18T10:45:08.000Z","Doha, Qatar","Al Jazeera English","AJEnglish","News Media","https://www.allsides.com/news-source/al-jazeera-media-bias",72," Moderate
Liberal"
"328",1913,"1059139912111407104_3.jpg","1059139912111407104_3",2,1,"1059139912111407104",1617,7313362,"Caravan of Central American migrants embarks on ""route of death"" through Mexico https://t.co/Iw7UcY2Kuq https://t.co/mC5aViIOQT","2018-11-04T17:46:47.000Z","Chicago, IL","Chicago Tribune","chicagotribune","News Media","https://www.allsides.com/news-source/chicago-tribune",73,"Moderate"
"329",1922,"1067135944799805441.jpg","1067135944799805441",1,1,"1067135944799805441",5163,2884771,"I traveled with the migrant caravan—you have no idea what they've been through | Opinion https://t.co/TRSPVMR11N https://t.co/bgNl1ICTPK","2018-11-26T19:20:10.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"330",1928,"1054378391095382016_3.jpg","1054378391095382016_3",2,1,"1054378391095382016",1336,110396781,"The Central American migrant caravan started with less than 200 people more than a week ago.

It's now grown to roughly 7,000 people. https://t.co/XNFsdznN6v","2018-10-22T14:26:12.000Z",NA,"AJ+","ajplus","News Media","https://www.allsides.com/news-source/aj-media-bias",71,"  Very
Liberal"
"331",1931,"1087554717151096833.jpg","1087554717151096833",1,1,"1087554717151096833",1510,15012486,"New migrant caravan waits to cross into Mexico with hopes of reaching U.S. https://t.co/qSsObP56ys https://t.co/89ETqx6bY5","2019-01-22T03:37:05.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"332",1933,"1059855197562982406.jpg","1059855197562982406",2,1,"1059855197562982406",4235,14780915,"Operation Faithful Patriot is in full effect [eagle caw] https://t.co/MhyfjToulN https://t.co/hWlr6TxpXJ","2018-11-06T17:09:04.000Z","New York, New York","Rolling Stone","RollingStone","News Media","https://www.allsides.com/news-source/rolling-stone",71,"  Very
Liberal"
"333",1936,"1434595980255670281.jpg","1434595980255670281",1,1,"1434595980255670281",3329,1652541,"Mexican officials cut off new migrant caravan, breaking up main group https://t.co/BsdxT84eTi https://t.co/gkcSNmiHA0","2021-09-05T19:15:09.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"334",1938,"986953816615587840.jpg","986953816615587840",1,1,"986953816615587840",1787,15012486,"The remnants of a migrant caravan of Central Americans that angered President Trump continued their journey north through Mexico toward the U.S. border Wednesday https://t.co/QDFeKXTW1F https://t.co/vbR2r2ONgP","2018-04-19T13:05:01.000Z","New York, NY","CBS News","CBSNews","News Media","https://www.allsides.com/news-source/cbs-news-media-bias",72," Moderate
Liberal"
"335",1943,"1075069274589421569.jpg","1075069274589421569",0,1,"1075069274589421569",4430,39308549,"Al Gore: Migrant Caravan Is A ‘Startling Example’ Of Global Warming https://t.co/y4jhQ0icvn https://t.co/jQLBlvMMao","2018-12-18T16:44:23.000Z","Washington, DC","Daily Caller","DailyCaller","News Media","https://www.allsides.com/news-source/daily-caller",75,"Very
Conservative"
"336",1947,"1085197576989749248.jpg","1085197576989749248",1,1,"1085197576989749248",1948,19417492,"New Migrant Caravan Heads North From Honduras to the Border | https://t.co/lCdd5xtxFt via @jackrcrowe https://t.co/Ggl2Ky87YC","2019-01-15T15:30:39.000Z","New York","National Review","NRO",NA,NA,NA,NA
"337",1949,"1054394559147466752.jpg","1054394559147466752",3,1,"1054394559147466752",2189,19417492,"President Trump continued to condemn Democrats and the Mexican government, blaming them for the progress of a caravan of thousands of Central American migrants headed for America’s southern border. https://t.co/5T9Psby8tz https://t.co/QKMSBrSN4w","2018-10-22T15:30:27.000Z","New York","National Review","NRO",NA,NA,NA,NA
"338",1951,"982204046516748291.jpg","982204046516748291",4,1,"982204046516748291",4376,17469289,"Trump praises Mexico for stopping migrant ‘caravan’ https://t.co/qKQWbPJnZJ https://t.co/phViaksDlL","2018-04-06T10:31:07.000Z","New York, NY","New York Post","nypost","News Media","https://www.allsides.com/news-source/new-york-post",74,"Moderate
Conservative"
"339",1960,"991309901149495296.jpg","991309901149495296",1,1,"991309901149495296",2552,759251,"They all traveled hundreds of miles — by bus, by train, on foot — to the US border crossing in Tijuana, Mexico, but the migrants picked this pregnant mother of two to go to the front of the asylum line https://t.co/8me4An9ndh https://t.co/w07Uww94wT","2018-05-01T13:34:32.000Z",NA,"CNN","CNN","News Media","https://www.allsides.com/news-source/cnn-media-bias",71,"  Very
Liberal"
"340",1961,"1053702649307111424.jpg","1053702649307111424",3,1,"1053702649307111424",476,1917731,"WATCH: Migrant caravan breaks down gates at Mexican border, clashes with police https://t.co/7yxOcVI8y4 https://t.co/uCmcGBH2bq","2018-10-20T17:41:03.000Z","Washington, DC","The Hill","thehill","News Media","https://www.allsides.com/news-source/hill-media-bias",73,"Moderate"
"341",1968,"1056056162657951747.jpg","1056056162657951747",3,1,"1056056162657951747",2111,19417492,"How to Handle the Caravans https://t.co/Slx5Y5MYpT https://t.co/rn4pvcTv51","2018-10-27T05:33:04.000Z","New York","National Review","NRO",NA,NA,NA,NA
"342",1969,"1054520464972877824.jpg","1054520464972877824",3,1,"1054520464972877824",4312,121597316,"What happens when the migrant #caravan reaches the U.S.? Why did it form? Where will they arrive? Is the U.S. preparing for their arrival?

@talkopan answers some questions about the caravan: 
https://t.co/GEeEw0Ioud https://t.co/MtnZQmJCFu","2018-10-22T23:50:45.000Z","San Francisco, CA","San Francisco Chronicle","sfchronicle","News Media","https://www.allsides.com/news-source/san-francisco-chronicle",71,"  Very
Liberal"
"343",1970,"1059139912111407104_2.jpg","1059139912111407104_2",1,1,"1059139912111407104",1617,7313362,"Caravan of Central American migrants embarks on ""route of death"" through Mexico https://t.co/Iw7UcY2Kuq https://t.co/mC5aViIOQT","2018-11-04T17:46:47.000Z","Chicago, IL","Chicago Tribune","chicagotribune","News Media","https://www.allsides.com/news-source/chicago-tribune",73,"Moderate"
"344",1981,"1351201070068994052.jpg","1351201070068994052",3,1,"1351201070068994052",1025,237888723,"‘No-Border-Biden’ official tells migrant caravan ‘now is not the time,’ but promises ‘help is on the way’ https://t.co/d7JHYMVrBO https://t.co/pH2uJqAAuk","2021-01-18T16:13:33.000Z","West Palm Beach, Florida","Conservative News","BIZPACReview","News Media","https://www.allsides.com/news-source/bizpac-review-media-bias",75,"Very
Conservative"
"345",1982,"1064526258967597056.jpg","1064526258967597056",0,1,"1064526258967597056",5194,2884771,"Mexicans protest migrant caravan arrivals at U.S. border: ""They are invaders"" https://t.co/wNi4YOLtE8 https://t.co/mBZcVWzqCk","2018-11-19T14:30:12.000Z","New York, NY","Newsweek","Newsweek","News Media","https://www.allsides.com/news-source/newsweek",73,"Moderate"
"346",1984,"1056195630958346240.jpg","1056195630958346240",3,1,"1056195630958346240",4781,2992751,"Migrant caravan turns down offer to stay in Mexico: 'We're heading north!' https://t.co/HN4et4MzV0 https://t.co/IxZTapjFew","2018-10-27T14:47:16.000Z","Portland, Oregon","The Oregonian","Oregonian","News Media","https://www.allsides.com/news-source/oregonian-media-bias",73,"Moderate"
"347",1985,"1063463480446066688.jpg","1063463480446066688",2,1,"1063463480446066688",192,1917731,"Violence breaks out as first group from migrant caravan arrives in Tijuana https://t.co/HikvyhT3xs https://t.co/rTXgHgRw4t","2018-11-16T16:07:06.000Z","Washington, DC","The Hill","thehill","News Media","https://www.allsides.com/news-source/hill-media-bias",73,"Moderate"
"348",1987,"1053174124481253376.jpg","1053174124481253376",1,1,"1053174124481253376",2967,87818409,"Hondurans fleeing violence join migrant caravan – in pictures https://t.co/9gJtKxEkuz https://t.co/iC3ehQaDq3","2018-10-19T06:40:52.000Z","London","The Guardian","guardian","News Media","https://www.allsides.com/news-source/guardian",72," Moderate
Liberal"
"349",1989,"1351074376477761536.jpg","1351074376477761536",3,1,"1351074376477761536",3351,1652541,"We're starving': U.S.-bound migrant caravan hunkers down after Guatemala crackdown https://t.co/3pAQ7DVIqK https://t.co/kWSeExB1KT","2021-01-18T07:50:07.000Z","Around the world","Reuters","Reuters","News Media","https://www.allsides.com/news-source/reuters",73,"Moderate"
"350",1992,"991439876057952257.jpg","991439876057952257",1,1,"991439876057952257",4099,16273831,"AP Explains: The Migrant Caravan at the US Border https://t.co/IBBfx3JdWe https://t.co/dmCwjRHtR3","2018-05-01T22:11:01.000Z",NA,"The Voice of America","VOANews","News Media","https://www.allsides.com/news-source/voice-america",73,"Moderate"
"351",2002,"1052643140828577792.jpg","1052643140828577792",1,1,"1052643140828577792",2232,14173315,"DEVELOPING: Caravan of migrants fleeing Honduras has grown to 4,000, and the Mexican gov’t has sent an additional 500 federal police to its border with Guatemala in anticipation of their arrival, according to U.S. government documents obtained by @NBCNews. https://t.co/8tXsUn20sv https://t.co/2HmxKQX0eW","2018-10-17T19:30:56.000Z","New York, NY","NBC News","NBCNews","News Media","https://www.allsides.com/news-source/nbc-news-media-bias",72," Moderate
Liberal"
